0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.749792337417602539e-01,-3.593248501420021057e-02,4.726015031337738037e-01
2.749792337417602539e-01,-3.593248501420021057e-02,4.726015031337738037e-01
2.749792337417602539e-01,-3.593248501420021057e-02,4.726015031337738037e-01
2.814108729362487793e-01,-4.223326593637466431e-02,4.759688079357147217e-01
2.814108729362487793e-01,-4.223326593637466431e-02,4.759688079357147217e-01
2.790693342685699463e-01,-4.099414497613906860e-02,4.740190505981445312e-01
2.802031636238098145e-01,-3.894630819559097290e-02,4.732662737369537354e-01
2.802031636238098145e-01,-3.894630819559097290e-02,4.732662737369537354e-01
2.872672080993652344e-01,-4.015091434121131897e-02,4.691525399684906006e-01
2.853813469409942627e-01,-4.087043553590774536e-02,4.663491249084472656e-01
2.865686118602752686e-01,-3.897716104984283447e-02,4.626369178295135498e-01
2.916174829006195068e-01,-3.909633308649063110e-02,4.663770794868469238e-01
2.912765145301818848e-01,-3.689648956060409546e-02,4.578745365142822266e-01
2.912765145301818848e-01,-3.689648956060409546e-02,4.578745365142822266e-01
2.912765145301818848e-01,-3.689648956060409546e-02,4.578745365142822266e-01
2.977012693881988525e-01,-3.963731601834297180e-02,4.593022763729095459e-01
3.006727695465087891e-01,-4.046858102083206177e-02,4.540114104747772217e-01
3.016440868377685547e-01,-4.084293544292449951e-02,4.579478800296783447e-01
3.031136691570281982e-01,-3.468569368124008179e-02,4.558851420879364014e-01
3.045426011085510254e-01,-3.455344960093498230e-02,4.542765617370605469e-01
3.045426011085510254e-01,-3.455344960093498230e-02,4.542765617370605469e-01
3.098651468753814697e-01,-4.043631255626678467e-02,4.468106627464294434e-01
3.137468993663787842e-01,-3.616745397448539734e-02,4.500775337219238281e-01
3.137468993663787842e-01,-3.616745397448539734e-02,4.500775337219238281e-01
3.112280964851379395e-01,-3.740689530968666077e-02,4.506266713142395020e-01
3.112280964851379395e-01,-3.740689530968666077e-02,4.506266713142395020e-01
3.167512118816375732e-01,-3.510343283414840698e-02,4.439499974250793457e-01
3.225414156913757324e-01,-3.954609483480453491e-02,4.388333559036254883e-01
3.164936900138854980e-01,-3.859211131930351257e-02,4.397746324539184570e-01
3.193190097808837891e-01,-3.572547063231468201e-02,4.431672990322113037e-01
3.239902257919311523e-01,-3.381537273526191711e-02,4.407710134983062744e-01
3.239902257919311523e-01,-3.381537273526191711e-02,4.407710134983062744e-01
3.233839571475982666e-01,-4.003403708338737488e-02,4.350833892822265625e-01
3.277265727519989014e-01,-3.903936967253684998e-02,4.380032718181610107e-01
3.262720108032226562e-01,-4.107110947370529175e-02,4.410669207572937012e-01
3.345389366149902344e-01,-3.706793114542961121e-02,4.361451268196105957e-01
3.321321904659271240e-01,-3.646361455321311951e-02,4.312004148960113525e-01
3.269801735877990723e-01,-3.942203521728515625e-02,4.336534142494201660e-01
3.269801735877990723e-01,-3.942203521728515625e-02,4.336534142494201660e-01
3.392914235591888428e-01,-3.336014971137046814e-02,4.309582710266113281e-01
3.391577899456024170e-01,-4.172456637024879456e-02,4.290849268436431885e-01
3.382515609264373779e-01,-3.882951289415359497e-02,4.317491948604583740e-01
3.318896889686584473e-01,-3.831527009606361389e-02,4.293631315231323242e-01
3.318896889686584473e-01,-3.831527009606361389e-02,4.293631315231323242e-01
3.428523242473602295e-01,-3.953067585825920105e-02,4.275054335594177246e-01
3.428523242473602295e-01,-3.953067585825920105e-02,4.275054335594177246e-01
3.437542021274566650e-01,-3.981387242674827576e-02,4.244929254055023193e-01
3.451959788799285889e-01,-3.416343778371810913e-02,4.279445111751556396e-01
3.470129966735839844e-01,-3.885901719331741333e-02,4.259168207645416260e-01
3.410230278968811035e-01,-4.066730290651321411e-02,4.249001145362854004e-01
3.494810461997985840e-01,-3.949942439794540405e-02,4.197502732276916504e-01
3.494810461997985840e-01,-3.949942439794540405e-02,4.197502732276916504e-01
