0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.845510222407312884e-02,1.065712267907363425e-01,-6.653007802659989534e-02,9.863470986657799644e-01,8.983710930073477222e-04,1.646741723943840052e-01,-1.005400020898715961e-03
9.358302896494080647e-02,2.872587329862469896e-01,-1.425133018236870441e-01,9.873972622061094606e-01,3.346723147589039421e-04,1.581926214614513826e-01,-4.650709351829850242e-03
9.952055129685737078e-02,2.395735422777782175e-01,-9.457248169102386304e-02,9.868685368715195416e-01,6.659517043449207120e-03,1.612958866424413773e-01,-5.456988000991543943e-03
1.099889051438566745e-01,2.316766876623658489e-01,-9.349808068448413334e-02,9.863820155203238960e-01,7.236960408962087032e-03,1.642195813724259268e-01,-5.484063818733515838e-03
1.221348550157725782e-01,2.003716089325486283e-01,-8.315346101108923860e-02,9.858691641942957107e-01,9.085450108373178610e-03,1.671831612671502154e-01,-5.407057970023605546e-03
1.550491653987680907e-01,1.600630773714205035e-01,-7.058486414857223501e-02,9.852829586353943903e-01,1.044637962907033098e-02,1.705420928344334175e-01,-4.874335542464602357e-03
2.133773287531010310e-01,9.943779730577921583e-02,-5.250463244828365572e-02,9.843899851754605024e-01,1.329577269559817365e-02,1.754365639042536618e-01,-4.646671943702780638e-03
2.336737207807166872e-01,8.091816848568132714e-02,-4.928356087657287388e-02,9.842670599918004193e-01,1.191304767607800734e-02,1.762448028363646224e-01,-3.768737631612534278e-03
2.469999638742018111e-01,8.646037827821058397e-02,-5.695836129041502438e-02,9.842427921041484451e-01,1.114631956168601716e-02,1.764289012480351748e-01,-3.837780044478636757e-03
2.561809886895318189e-01,9.406773068215078248e-02,-7.325511756523872542e-02,9.843566278405171399e-01,1.035096283500276833e-02,1.758316095424858061e-01,-4.258154592413301680e-03
2.678051436089452508e-01,1.001004666835244306e-01,-9.796010889659992338e-02,9.844340433021251391e-01,8.819756036427059062e-03,1.754722085904597551e-01,-4.618474171587376269e-03
9.417827627716889083e+00,3.036369378913453265e-02,-1.875509283492043711e+00,9.844775729237017492e-01,7.610191497349780808e-03,1.752858276207646671e-01,-4.568591789021507303e-03
9.434672777429302215e+00,3.455775156585592922e-02,-1.891795821428879254e+00,9.845033338366644404e-01,6.796565186528777738e-03,1.751735927441064877e-01,-4.604863872085694296e-03
9.452466961181464455e+00,3.953217094692373923e-02,-1.901778449573954255e+00,9.845161046908974534e-01,6.254148892071932121e-03,1.751161330942199168e-01,-4.823396731036771676e-03
9.475619168198672782e+00,3.697479844967269114e-02,-1.907331247075254588e+00,9.845204011092265617e-01,5.744022923711900042e-03,1.751116314162607379e-01,-4.743684550553402962e-03
9.502884817304112275e+00,3.447687265562243697e-02,-1.903984976288759956e+00,9.844663788185448183e-01,5.682144201020239600e-03,1.754281736575481754e-01,-4.314869680241115862e-03
9.534913835658578307e+00,2.142461992834310269e-02,-1.901399757043300109e+00,9.843894908904906593e-01,5.756594663356137676e-03,1.758684265119874746e-01,-3.806362888639363683e-03
9.564177639562359445e+00,9.423811870255593970e-03,-1.902845974459825396e+00,9.843706457232052065e-01,5.336192972328665518e-03,1.759916106996839424e-01,-3.593027466219292278e-03
9.586784367313637034e+00,2.356398545658874855e-03,-1.908184657662633565e+00,9.843860600390135218e-01,5.121040455174584102e-03,1.759185069090243581e-01,-3.246332149294328846e-03
9.604528727153663681e+00,2.259049804947912965e-03,-1.915419905692192337e+00,9.843879587565961264e-01,4.929946672615920580e-03,1.759109561166876112e-01,-3.373099307748114381e-03
9.617667649206582681e+00,1.056923106441728932e-02,-1.924851410640381344e+00,9.844755835534589883e-01,4.343363726010789939e-03,1.754293682391123155e-01,-3.673872323020985296e-03
9.621400393696053044e+00,2.844666788201555274e-02,-1.935078345262529531e+00,9.845513341090612602e-01,3.679186343555083342e-03,1.750004180772961604e-01,-4.470767796334386077e-03
9.628881257841326757e+00,3.518840191792803329e-02,-1.939312424872974283e+00,9.846266158377031674e-01,3.149913986644712824e-03,1.745909474326513833e-01,-4.301918227705643465e-03
9.640911143463503308e+00,4.013274099193388234e-02,-1.945043375915093797e+00,9.846669261432460241e-01,2.958228156850302524e-03,1.743596864974526206e-01,-4.581830452261018843e-03
9.655134289723113383e+00,4.507791475624642330e-02,-1.951284857803430528e+00,9.846869386113922262e-01,2.544548040349638770e-03,1.742480152362638202e-01,-4.773613894881208533e-03
9.669818305581944884e+00,4.415625450697735488e-02,-1.957795155047470370e+00,9.847296095222124457e-01,1.997843265440346801e-03,1.740197345692178488e-01,-4.553760311732390348e-03
9.678316390748328502e+00,3.735303789233727911e-02,-1.964905384915206721e+00,9.847851788402842699e-01,1.213298780628159577e-03,1.737261141616129323e-01,-3.989574022934295160e-03
9.689909248024518362e+00,2.612594205505854028e-02,-1.970345346716855461e+00,9.848306187103664788e-01,3.447871972016035074e-04,1.734887292760549371e-01,-3.192864940022017810e-03
9.706541621343141912e+00,1.646797286170929853e-02,-1.972707731279466081e+00,9.848383138195332398e-01,-7.687046700904093667e-05,1.734535224845204504e-01,-2.713901571888252366e-03
9.712834099679245270e+00,3.139865068973415885e-03,-1.969401198177921586e+00,9.847728336813498240e-01,-1.744263107369969923e-03,1.738250749693489305e-01,-2.065647916990640421e-03
9.731465839611875168e+00,-3.109066472490693012e-03,-1.978355064575753275e+00,9.848466615143888214e-01,-3.410419625696379728e-03,1.733884912360265651e-01,-1.361414277074514401e-03
9.748532905744657029e+00,-5.906768807899753781e-03,-1.989109795804451242e+00,9.848937318918451478e-01,-6.099784200043258456e-03,1.730506005266012060e-01,-7.868737192154630095e-04
9.764558571567636847e+00,-7.191614571214588469e-03,-1.998461036140905644e+00,9.848273236463649383e-01,-1.001492071644232915e-02,1.732477901676929000e-01,2.171741065714682755e-04
9.780211306107466029e+00,-3.853347817110663875e-03,-2.010081755555157557e+00,9.847402278985192270e-01,-1.394858066738957278e-02,1.734681357385905731e-01,9.625690187049281560e-04
9.792760626118097278e+00,1.886844804249665497e-03,-2.021731327603841777e+00,9.845728660728912951e-01,-1.760787284989288534e-02,1.740805347090906285e-01,1.483793149867740357e-03
9.802421923406827275e+00,1.039304128049857445e-02,-2.033552494094737817e+00,9.843024580558981107e-01,-2.160667885224976451e-02,1.751496091787314857e-01,2.106394699560102269e-03
9.807621674030549741e+00,1.972641306847414122e-02,-2.045556224725181060e+00,9.840029374797726325e-01,-2.468256419792364334e-02,1.764132393491660289e-01,2.712754712085254857e-03
9.812728079877343745e+00,2.473185186834174487e-02,-2.056168333327422548e+00,9.835246079623009008e-01,-2.767775834429678228e-02,1.786083883357166280e-01,3.511529831115002987e-03
