0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.212456744629889727e-05,-5.835598130943253636e-05,-4.987139982404187322e-05
1.000000000000000000e+00,5.212456744629889727e-05,-5.835598130943253636e-05,-4.987139982404187322e-05
1.000000000000000000e+00,2.862167275452520698e-05,-3.105701180174946785e-04,1.907638506963849068e-04
1.000000000000000000e+00,3.022674172825645655e-05,-3.842064470518380404e-04,1.517314522061496973e-04
1.000000000000000000e+00,-4.865907976636663079e-05,-1.367310906061902642e-04,3.335078145028091967e-05
1.000000000000000000e+00,-1.024746816256083548e-04,-4.964181061950512230e-05,1.588986051501706243e-04
1.000000000000000000e+00,-1.166338697657920420e-04,1.539578370284289122e-04,3.997937892563641071e-04
9.999997615814208984e-01,7.803997505106963217e-06,2.868703159037977457e-04,7.101416122168302536e-04
9.999995231628417969e-01,3.430008364375680685e-04,1.540164084872230887e-04,9.560629841871559620e-04
9.999993443489074707e-01,3.725488204509019852e-04,1.771239622030407190e-04,1.120761735364794731e-03
9.999980330467224121e-01,7.880858029238879681e-04,1.263120648218318820e-04,1.844476442784070969e-03
9.999973773956298828e-01,8.211922831833362579e-04,3.318047965876758099e-04,2.125926315784454346e-03
9.999967217445373535e-01,1.090583857148885727e-03,3.551444096956402063e-04,2.327580004930496216e-03
9.999933242797851562e-01,1.587342005223035812e-03,7.425802759826183319e-04,3.225261112675070763e-03
9.999919533729553223e-01,1.779315527528524399e-03,8.733663125894963741e-04,3.479988547042012215e-03
9.999889731407165527e-01,2.390548121184110641e-03,1.281233970075845718e-03,3.822419093921780586e-03
9.999825954437255859e-01,3.141873981803655624e-03,1.636222936213016510e-03,4.715732298791408539e-03
9.999777674674987793e-01,3.808466251939535141e-03,2.061952836811542511e-03,5.080041009932756424e-03
9.999751448631286621e-01,4.014651291072368622e-03,2.297539729624986649e-03,5.336586851626634598e-03
9.999634027481079102e-01,4.782156553119421005e-03,2.810803940519690514e-03,6.513014901429414749e-03
9.999586343765258789e-01,5.333722569048404694e-03,3.161263186484575272e-03,6.661899853497743607e-03
9.999482631683349609e-01,6.092107389122247696e-03,3.758978331461548805e-03,7.228816393762826920e-03
9.999310374259948730e-01,7.052107248455286026e-03,4.488569218665361404e-03,8.248804137110710144e-03
9.999158382415771484e-01,8.068589493632316589e-03,4.836800508201122284e-03,8.937827311456203461e-03
9.999083876609802246e-01,8.466934785246849060e-03,5.180789157748222351e-03,9.210795164108276367e-03
9.998905658721923828e-01,9.473661892116069794e-03,5.622554570436477661e-03,9.882763959467411041e-03
9.998738169670104980e-01,1.006872020661830902e-02,6.167754530906677246e-03,1.063129398971796036e-02
9.998452067375183105e-01,1.120196189731359482e-02,7.203399203717708588e-03,1.150333881378173828e-02
9.998310208320617676e-01,1.177062466740608215e-02,7.545189931988716125e-03,1.193976402282714844e-02
9.997885227203369141e-01,1.328244153410196304e-02,8.738695643842220306e-03,1.304889470338821411e-02
9.997707009315490723e-01,1.383565366268157959e-02,9.298166260123252869e-03,1.344327256083488464e-02
9.997301101684570312e-01,1.504895091056823730e-02,1.034626644104719162e-02,1.435875892639160156e-02
9.996886253356933594e-01,1.623557507991790771e-02,1.132043451070785522e-02,1.519665401428937912e-02
9.996682405471801758e-01,1.677834987640380859e-02,1.171364169567823410e-02,1.564161852002143860e-02
9.996237158775329590e-01,1.773736439645290375e-02,1.277864631265401840e-02,1.656963117420673370e-02
9.995967149734497070e-01,1.846659742295742035e-02,1.324135158210992813e-02,1.703407429158687592e-02
9.995101690292358398e-01,2.034733071923255920e-02,1.488048210740089417e-02,1.854528672993183136e-02
9.994862675666809082e-01,2.080100774765014648e-02,1.540485490113496780e-02,1.890337467193603516e-02
9.994283318519592285e-01,2.193932421505451202e-02,1.626405492424964905e-02,1.993185840547084808e-02
9.994001984596252441e-01,2.251648530364036560e-02,1.685005053877830505e-02,2.020844072103500366e-02
9.993395805358886719e-01,2.349162660539150238e-02,1.806003041565418243e-02,2.103509567677974701e-02
9.993106126785278320e-01,2.396806702017784119e-02,1.849956624209880829e-02,2.148703858256340027e-02
9.992332458496093750e-01,2.531952783465385437e-02,1.956098526716232300e-02,2.256653830409049988e-02
9.991973638534545898e-01,2.588790655136108398e-02,2.008571662008762360e-02,2.304307557642459869e-02
9.990776777267456055e-01,2.780137956142425537e-02,2.184323035180568695e-02,2.436600625514984131e-02
9.990373849868774414e-01,2.846534922719001770e-02,2.240888960659503937e-02,2.473518997430801392e-02
9.989554286003112793e-01,2.961194887757301331e-02,2.348113246262073517e-02,2.569046057760715485e-02
9.989075064659118652e-01,3.020405955612659454e-02,2.405026182532310486e-02,2.632915414869785309e-02
9.988174438476562500e-01,3.152081370353698730e-02,2.525104396045207977e-02,2.706575766205787659e-02
9.987163543701171875e-01,3.263158723711967468e-02,2.650850452482700348e-02,2.825416997075080872e-02
9.986722469329833984e-01,3.321449086070060730e-02,2.714532054960727692e-02,2.852676808834075928e-02
9.985818862915039062e-01,3.430775925517082214e-02,2.829590067267417908e-02,2.926590852439403534e-02
9.984582662582397461e-01,3.576977923512458801e-02,2.967392094433307648e-02,3.035060130059719086e-02
9.983447790145874023e-01,3.704731911420822144e-02,3.084512054920196533e-02,3.136763721704483032e-02
9.983043670654296875e-01,3.750285878777503967e-02,3.126317262649536133e-02,3.169634193181991577e-02
9.981907606124877930e-01,3.860162198543548584e-02,3.262759000062942505e-02,3.256983682513237000e-02
9.981319904327392578e-01,3.919566422700881958e-02,3.312939777970314026e-02,3.314603865146636963e-02
9.980167746543884277e-01,4.034106433391571045e-02,3.442493826150894165e-02,3.391501680016517639e-02
9.978837370872497559e-01,4.152124002575874329e-02,3.561440855264663696e-02,3.515421971678733826e-02
9.977946877479553223e-01,4.246599227190017700e-02,3.644885122776031494e-02,3.569182753562927246e-02
9.977204799652099609e-01,4.319478198885917664e-02,3.703357651829719543e-02,3.628610819578170776e-02
9.975823163986206055e-01,4.444910585880279541e-02,3.796158358454704285e-02,3.758871555328369141e-02
9.975181818008422852e-01,4.505150765180587769e-02,3.858086839318275452e-02,3.793899714946746826e-02
9.974056482315063477e-01,4.600938409566879272e-02,3.986572474241256714e-02,3.841641545295715332e-02
9.972362518310546875e-01,4.732137173414230347e-02,4.107070341706275940e-02,3.992197662591934204e-02
9.971140027046203613e-01,4.830711707472801208e-02,4.217399284243583679e-02,4.063711687922477722e-02
9.970168471336364746e-01,4.909744858741760254e-02,4.288518056273460388e-02,4.132573679089546204e-02
9.968823790550231934e-01,5.007874593138694763e-02,4.400577396154403687e-02,4.220448061823844910e-02
9.967256188392639160e-01,5.129499733448028564e-02,4.530560970306396484e-02,4.306280240416526794e-02
9.966429471969604492e-01,5.187319591641426086e-02,4.588798433542251587e-02,4.366209730505943298e-02
9.965075850486755371e-01,5.283083766698837280e-02,4.696175083518028259e-02,4.445326700806617737e-02
9.964309930801391602e-01,5.330508202314376831e-02,4.760963469743728638e-02,4.491423815488815308e-02
9.962554574012756348e-01,5.457594245672225952e-02,4.895940423011779785e-02,4.582239687442779541e-02
9.960916638374328613e-01,5.576437339186668396e-02,5.008817464113235474e-02,4.672328755259513855e-02
9.959364533424377441e-01,5.693828314542770386e-02,5.114422366023063660e-02,4.746574163436889648e-02
9.958501458168029785e-01,5.753767490386962891e-02,5.167227983474731445e-02,4.797847568988800049e-02
9.956722855567932129e-01,5.872299894690513611e-02,5.283368006348609924e-02,4.895815625786781311e-02
9.955754280090332031e-01,5.935985967516899109e-02,5.349600315093994141e-02,4.943992570042610168e-02
9.953832030296325684e-01,6.052298098802566528e-02,5.485238134860992432e-02,5.040437355637550354e-02
9.952211976051330566e-01,6.146215647459030151e-02,5.588978901505470276e-02,5.131758004426956177e-02
9.950309395790100098e-01,6.258268654346466064e-02,5.719299614429473877e-02,5.220853909850120544e-02
9.949593544006347656e-01,6.311228126287460327e-02,5.769613012671470642e-02,5.238125100731849670e-02
9.947698116302490234e-01,6.414777785539627075e-02,5.873250961303710938e-02,5.355995148420333862e-02
9.946683645248413086e-01,6.465862691402435303e-02,5.934713408350944519e-02,5.414997041225433350e-02
9.944888353347778320e-01,6.571626663208007812e-02,6.068569049239158630e-02,5.468656495213508606e-02
9.943118691444396973e-01,6.670109182596206665e-02,6.172982603311538696e-02,5.553761497139930725e-02
