0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000094994902611e-03,-4.000000189989805222e-03,2.000000094994902611e-03,4.980000257492065430e-01,1.200000010430812836e-02,-1.600000075995922089e-02,1.400000043213367462e-02,-1.400000043213367462e-02
2.000000094994902611e-03,-4.000000189989805222e-03,2.000000094994902611e-03,4.980000257492065430e-01,1.200000010430812836e-02,-1.600000075995922089e-02,1.400000043213367462e-02,-1.400000043213367462e-02
2.580000162124633789e-01,2.200000137090682983e-01,2.580000162124633789e-01,6.100000143051147461e-01,2.000000094994902611e-03,-1.600000075995922089e-02,1.400000043213367462e-02,-4.000000189989805222e-03
2.580000162124633789e-01,2.200000137090682983e-01,2.580000162124633789e-01,6.100000143051147461e-01,2.000000094994902611e-03,-1.600000075995922089e-02,1.400000043213367462e-02,-4.000000189989805222e-03
2.580000162124633789e-01,2.200000137090682983e-01,2.580000162124633789e-01,6.100000143051147461e-01,2.000000094994902611e-03,-1.600000075995922089e-02,1.400000043213367462e-02,-4.000000189989805222e-03
2.380000054836273193e-01,2.400000095367431641e-01,2.380000054836273193e-01,6.200000047683715820e-01,-1.200000010430812836e-02,-1.200000010430812836e-02,1.000000070780515671e-02,1.000000070780515671e-02
2.380000054836273193e-01,2.400000095367431641e-01,2.380000054836273193e-01,6.200000047683715820e-01,-1.200000010430812836e-02,-1.200000010430812836e-02,1.000000070780515671e-02,1.000000070780515671e-02
2.380000054836273193e-01,2.400000095367431641e-01,2.380000054836273193e-01,6.200000047683715820e-01,-1.200000010430812836e-02,-1.200000010430812836e-02,1.000000070780515671e-02,1.000000070780515671e-02
2.400000095367431641e-01,2.380000054836273193e-01,2.400000095367431641e-01,6.190000176429748535e-01,4.000000189989805222e-03,-2.000000141561031342e-02,1.800000108778476715e-02,-6.000000052154064178e-03
2.400000095367431641e-01,2.380000054836273193e-01,2.400000095367431641e-01,6.190000176429748535e-01,4.000000189989805222e-03,-2.000000141561031342e-02,1.800000108778476715e-02,-6.000000052154064178e-03
2.400000095367431641e-01,2.380000054836273193e-01,2.400000095367431641e-01,6.190000176429748535e-01,4.000000189989805222e-03,-2.000000141561031342e-02,1.800000108778476715e-02,-6.000000052154064178e-03
2.280000150203704834e-01,2.500000000000000000e-01,2.280000150203704834e-01,6.250000000000000000e-01,-1.600000075995922089e-02,-2.800000086426734924e-02,2.600000053644180298e-02,1.400000043213367462e-02
2.280000150203704834e-01,2.500000000000000000e-01,2.280000150203704834e-01,6.250000000000000000e-01,-1.600000075995922089e-02,-2.800000086426734924e-02,2.600000053644180298e-02,1.400000043213367462e-02
2.280000150203704834e-01,2.500000000000000000e-01,2.280000150203704834e-01,6.250000000000000000e-01,-1.600000075995922089e-02,-2.800000086426734924e-02,2.600000053644180298e-02,1.400000043213367462e-02
2.120000123977661133e-01,2.660000026226043701e-01,2.120000123977661133e-01,6.330000162124633789e-01,1.400000043213367462e-02,-5.600000172853469849e-02,5.400000140070915222e-02,-1.600000075995922089e-02
2.120000123977661133e-01,2.660000026226043701e-01,2.120000123977661133e-01,6.330000162124633789e-01,1.400000043213367462e-02,-5.600000172853469849e-02,5.400000140070915222e-02,-1.600000075995922089e-02
