0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999403953552246e-01,-1.370979443890973926e-04,3.982105699833482504e-04,-8.249356324085965753e-05
9.999999403953552246e-01,-1.370979443890973926e-04,3.982105699833482504e-04,-8.249356324085965753e-05
9.999999403953552246e-01,-1.791329559637233615e-04,4.318288411013782024e-04,1.640231639612466097e-04
9.999999403953552246e-01,-1.084937539417296648e-04,3.154250443913042545e-04,2.114821254508569837e-04
1.000000000000000000e+00,-6.416549149435013533e-05,3.187211696058511734e-04,2.782161027425900102e-05
1.000000000000000000e+00,-1.830931614676956087e-05,3.595291054807603359e-04,2.019008243223652244e-04
9.999999403953552246e-01,-1.355997810605913401e-04,2.366931585129350424e-04,3.098153974860906601e-04
9.999999403953552246e-01,-5.576882813329575583e-06,2.730626438278704882e-04,4.004140209872275591e-04
9.999995827674865723e-01,2.313695149496197701e-04,2.886101137846708298e-04,9.128082310780882835e-04
9.999993443489074707e-01,3.408704942557960749e-04,2.641892060637474060e-04,1.102385576814413071e-03
9.999985694885253906e-01,4.612083139363676310e-04,2.431699977023527026e-04,1.651265192776918411e-03
9.999979734420776367e-01,5.903065903112292290e-04,4.240108828525990248e-04,1.921473420225083828e-03
9.999969601631164551e-01,9.705940610729157925e-04,7.398614543490111828e-04,2.179252915084362030e-03
9.999958276748657227e-01,1.217781333252787590e-03,8.666157955303788185e-04,2.490620594471693039e-03
9.999931454658508301e-01,1.527766697108745575e-03,1.188646769151091576e-03,3.155019367113709450e-03
9.999897480010986328e-01,1.945657306350767612e-03,1.318111899308860302e-03,3.887772094458341599e-03
9.999852776527404785e-01,2.668501809239387512e-03,1.658835448324680328e-03,4.451311193406581879e-03
9.999830722808837891e-01,2.850356278941035271e-03,1.817953889258205891e-03,4.740470554679632187e-03
9.999738931655883789e-01,3.698518499732017517e-03,2.316121710464358330e-03,5.777197889983654022e-03
9.999667406082153320e-01,4.453594796359539032e-03,2.783708274364471436e-03,6.241660565137863159e-03
9.999638199806213379e-01,4.753437824547290802e-03,2.974578179419040680e-03,6.402921862900257111e-03
9.999507665634155273e-01,5.795774050056934357e-03,3.583811689168214798e-03,7.216251920908689499e-03
9.999348521232604980e-01,6.833317223936319351e-03,4.328346345573663712e-03,8.063558489084243774e-03
9.999213814735412598e-01,7.565512321889400482e-03,4.912268370389938354e-03,8.718413300812244415e-03
9.999132156372070312e-01,8.076139725744724274e-03,5.292939953505992889e-03,8.967974223196506500e-03
9.998862743377685547e-01,9.266816079616546631e-03,6.088432390242815018e-03,1.022968906909227371e-02
9.998762607574462891e-01,9.790979325771331787e-03,6.476113107055425644e-03,1.047209184616804123e-02
9.998544454574584961e-01,1.090061664581298828e-02,7.082968950271606445e-03,1.104800496250391006e-02
9.998424053192138672e-01,1.131611969321966171e-02,7.431496400386095047e-03,1.149130892008543015e-02
9.998105168342590332e-01,1.243945397436618805e-02,8.404353633522987366e-03,1.239002868533134460e-02
9.997764229774475098e-01,1.371784415096044540e-02,9.159367531538009644e-03,1.322753448039293289e-02
9.997420907020568848e-01,1.463213283568620682e-02,9.988948702812194824e-03,1.421197783201932907e-02
9.997236728668212891e-01,1.520374044775962830e-02,1.045040693134069443e-02,1.457448303699493408e-02
9.996895790100097656e-01,1.623904891312122345e-02,1.141632907092571259e-02,1.505997776985168457e-02
9.996556043624877930e-01,1.699663139879703522e-02,1.210846845060586929e-02,1.591523177921772003e-02
9.996027350425720215e-01,1.837725937366485596e-02,1.306942012161016464e-02,1.690696552395820618e-02
9.995545148849487305e-01,1.955636218190193176e-02,1.409512106329202652e-02,1.759788952767848969e-02
9.994875192642211914e-01,2.101552113890647888e-02,1.528015453368425369e-02,1.870070025324821472e-02
9.994511008262634277e-01,2.182194776833057404e-02,1.577331870794296265e-02,1.930121146142482758e-02
9.994047284126281738e-01,2.282600663602352142e-02,1.653571054339408875e-02,1.989390328526496887e-02
9.993705153465270996e-01,2.353096008300781250e-02,1.705466769635677338e-02,2.034439891576766968e-02
9.992946982383728027e-01,2.473767846822738647e-02,1.809721812605857849e-02,2.169382199645042419e-02
9.992203712463378906e-01,2.618462592363357544e-02,1.923414319753646851e-02,2.243005484342575073e-02
9.991560578346252441e-01,2.723551541566848755e-02,2.012381330132484436e-02,2.325034141540527344e-02
9.991198182106018066e-01,2.781827747821807861e-02,2.066170051693916321e-02,2.364115603268146515e-02
9.990399479866027832e-01,2.893371880054473877e-02,2.170304954051971436e-02,2.472139708697795868e-02
9.989550113677978516e-01,3.013557381927967072e-02,2.290682494640350342e-02,2.561489865183830261e-02
9.989036321640014648e-01,3.084534592926502228e-02,2.372992783784866333e-02,2.602230012416839600e-02
9.988222122192382812e-01,3.189416229724884033e-02,2.472382038831710815e-02,2.694232016801834106e-02
9.987530708312988281e-01,3.263138979673385620e-02,2.555627934634685516e-02,2.782702445983886719e-02
9.986178278923034668e-01,3.436055034399032593e-02,2.745903842151165009e-02,2.877336181700229645e-02
9.985615015029907227e-01,3.495291247963905334e-02,2.810851857066154480e-02,2.937829494476318359e-02
9.984659552574157715e-01,3.604455292224884033e-02,2.903425693511962891e-02,3.039276786148548126e-02
9.984238743782043457e-01,3.649991005659103394e-02,2.956155128777027130e-02,3.072040714323520660e-02
9.983206391334533691e-01,3.748985007405281067e-02,3.086081892251968384e-02,3.159531578421592712e-02
9.982366561889648438e-01,3.819060698151588440e-02,3.186445683240890503e-02,3.239875659346580505e-02
9.981320500373840332e-01,3.919798508286476135e-02,3.287423774600028992e-02,3.339458256959915161e-02
9.980320334434509277e-01,4.016641899943351746e-02,3.398545086383819580e-02,3.411552682518959045e-02
9.979096651077270508e-01,4.123237729072570801e-02,3.524379432201385498e-02,3.513112664222717285e-02
9.978542923927307129e-01,4.178276658058166504e-02,3.565241396427154541e-02,3.563708066940307617e-02
9.977181553840637207e-01,4.315906390547752380e-02,3.704928979277610779e-02,3.637760877609252930e-02
9.976507425308227539e-01,4.366162419319152832e-02,3.763499855995178223e-02,3.701698035001754761e-02
9.975206255912780762e-01,4.473926872014999390e-02,3.886477649211883545e-02,3.795589506626129150e-02
9.973804354667663574e-01,4.606616124510765076e-02,4.009373113512992859e-02,3.876583650708198547e-02
9.972531795501708984e-01,4.712959751486778259e-02,4.118323698639869690e-02,3.960867598652839661e-02
9.971588253974914551e-01,4.775159433484077454e-02,4.206950962543487549e-02,4.030170291662216187e-02
9.970092773437500000e-01,4.894649609923362732e-02,4.335141181945800781e-02,4.120145365595817566e-02
9.969595074653625488e-01,4.929604753851890564e-02,4.368959739804267883e-02,4.162896797060966492e-02
9.967975020408630371e-01,5.055644735693931580e-02,4.507255181670188904e-02,4.251181706786155701e-02
9.966122508049011230e-01,5.177479237318038940e-02,4.660304263234138489e-02,4.372312128543853760e-02
9.964671134948730469e-01,5.279994383454322815e-02,4.780735075473785400e-02,4.449778050184249878e-02
9.964228868484497070e-01,5.310672894120216370e-02,4.813710972666740417e-02,4.476590827107429504e-02
9.962496757507324219e-01,5.434010922908782959e-02,4.933770000934600830e-02,4.582037031650543213e-02
9.960604906082153320e-01,5.561180412769317627e-02,5.073203891515731812e-02,4.687502235174179077e-02
9.959869384765625000e-01,5.613547936081886292e-02,5.122495815157890320e-02,4.727578163146972656e-02
9.957856535911560059e-01,5.750032514333724976e-02,5.253033339977264404e-02,4.842832311987876892e-02
9.956612586975097656e-01,5.823584273457527161e-02,5.360994860529899597e-02,4.892259463667869568e-02
9.954927563667297363e-01,5.923756957054138184e-02,5.467224493622779846e-02,4.996069520711898804e-02
9.953958988189697266e-01,5.981631949543952942e-02,5.537741631269454956e-02,5.042285472154617310e-02
9.952088594436645508e-01,6.108552590012550354e-02,5.633870139718055725e-02,5.151534080505371094e-02
9.951260089874267578e-01,6.160555407404899597e-02,5.699853971600532532e-02,5.177003145217895508e-02
9.949573278427124023e-01,6.261399388313293457e-02,5.822942778468132019e-02,5.242821946740150452e-02
9.948269724845886230e-01,6.334464997053146362e-02,5.900012701749801636e-02,5.315853655338287354e-02
9.945036768913269043e-01,6.521207094192504883e-02,6.099838018417358398e-02,5.467132851481437683e-02
9.943950176239013672e-01,6.587781012058258057e-02,6.152079626917839050e-02,5.526244640350341797e-02
9.942229390144348145e-01,6.706313043832778931e-02,6.259096413850784302e-02,5.572858452796936035e-02
9.941375851631164551e-01,6.752112507820129395e-02,6.304530799388885498e-02,5.618509277701377869e-02
9.939489364624023438e-01,6.849701702594757080e-02,6.399750709533691406e-02,5.725464224815368652e-02
9.938114881515502930e-01,6.928024441003799438e-02,6.483204662799835205e-02,5.775599926710128784e-02
9.936695098876953125e-01,7.011102885007858276e-02,6.575958430767059326e-02,5.814687535166740417e-02
9.934052228927612305e-01,7.144823670387268066e-02,6.706067919731140137e-02,5.953241512179374695e-02
9.932023882865905762e-01,7.258161902427673340e-02,6.827105581760406494e-02,6.016748398542404175e-02
