0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.015412030000000243e+01,1.162594153999999946e+02,9.948849999999999909e+02,2.292500000000000071e+01,2.100000000000000130e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000021e-02,-1.745329251992742102e-04
4.015412030000000243e+01,1.162594153999999946e+02,9.948849999999999909e+02,2.292500000000000071e+01,2.100000000000000130e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000021e-02,-1.745329251992742102e-04
4.015412030000000243e+01,1.162594153999999946e+02,9.948869999999999436e+02,2.298900000000000077e+01,2.299999999999999961e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.745329251994329645e-04
4.015412030000000243e+01,1.162594153999999946e+02,9.948869999999999436e+02,2.300900000000000034e+01,2.400000000000000050e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.490658503988659290e-04
4.015412030000000243e+01,1.162594153999999946e+02,9.948880000000000337e+02,2.304799999999999827e+01,2.500000000000000139e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000021e-02,-1.745329251992742102e-04
4.015412030000000243e+01,1.162594153999999946e+02,9.948890000000000100e+02,2.305999999999999872e+01,2.500000000000000139e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000021e-02,1.745329251994329645e-04
4.015412030000000243e+01,1.162594153999999946e+02,9.948890000000000100e+02,2.310000000000000142e+01,2.599999999999999881e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.981317007977318580e-04
4.015412030000000243e+01,1.162594153999999946e+02,9.948899999999999864e+02,2.312500000000000000e+01,2.599999999999999881e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000021e-02,5.235987755982988122e-04
4.015412030000000243e+01,1.162594153000000006e+02,9.948909999999999627e+02,2.319200000000000017e+01,2.699999999999999969e-02,1.000000000000000021e-02,-1.000000000000000021e-02,-1.000000000000000021e-02,1.745329251994329591e-03
4.015412030000000243e+01,1.162594153000000006e+02,9.948909999999999627e+02,2.320899999999999963e+01,2.699999999999999969e-02,2.000000000000000042e-02,-1.000000000000000021e-02,-1.000000000000000021e-02,2.094395102393195249e-03
4.015412030000000243e+01,1.162594153000000006e+02,9.948909999999999627e+02,2.324800000000000111e+01,2.699999999999999969e-02,2.000000000000000042e-02,-1.000000000000000021e-02,-1.000000000000000021e-02,3.141592653589793307e-03
