0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.015412010000000009e+01,1.162594153000000006e+02,9.944990000000000236e+02,7.280700000000000216e+01,-7.000000000000000146e-03,-2.000000000000000042e-02,0.000000000000000000e+00,8.999999999999999667e-02,-7.155849933177187150e-03
4.015412010000000009e+01,1.162594153000000006e+02,9.944990000000000236e+02,7.280700000000000216e+01,-7.000000000000000146e-03,-2.000000000000000042e-02,0.000000000000000000e+00,8.999999999999999667e-02,-7.155849933177187150e-03
4.015412010000000009e+01,1.162594153000000006e+02,9.944990000000000236e+02,7.283799999999999386e+01,-7.000000000000000146e-03,-2.000000000000000042e-02,0.000000000000000000e+00,8.999999999999999667e-02,-6.981317007976921979e-03
4.015412010000000009e+01,1.162594153000000006e+02,9.944990000000000236e+02,7.285299999999999443e+01,-7.000000000000000146e-03,-2.000000000000000042e-02,0.000000000000000000e+00,8.999999999999999667e-02,-7.330382858376460926e-03
4.015412010000000009e+01,1.162594153000000006e+02,9.944990000000000236e+02,7.286899999999999977e+01,-7.000000000000000146e-03,-2.000000000000000042e-02,0.000000000000000000e+00,8.999999999999999667e-02,-7.330382858376460926e-03
4.015412010000000009e+01,1.162594153000000006e+02,9.944990000000000236e+02,7.286899999999999977e+01,-7.000000000000000146e-03,-2.000000000000000042e-02,0.000000000000000000e+00,8.999999999999999667e-02,-7.330382858376460926e-03
4.015412010000000009e+01,1.162594153000000006e+02,9.944990000000000236e+02,7.290000000000000568e+01,-7.000000000000000146e-03,-2.000000000000000042e-02,1.000000000000000021e-02,8.000000000000000167e-02,-6.981317007976921979e-03
4.015412010000000009e+01,1.162594153000000006e+02,9.944990000000000236e+02,7.291599999999999682e+01,-7.000000000000000146e-03,-2.000000000000000042e-02,1.000000000000000021e-02,8.000000000000000167e-02,-6.632251157578372691e-03
4.015412010000000009e+01,1.162594153000000006e+02,9.944990000000000236e+02,7.294499999999999318e+01,-7.000000000000000146e-03,-1.000000000000000021e-02,1.000000000000000021e-02,8.000000000000000167e-02,-6.283185307179825138e-03
4.015412010000000009e+01,1.162594153000000006e+02,9.944980000000000473e+02,7.296099999999999852e+01,-8.000000000000000167e-03,-1.000000000000000021e-02,0.000000000000000000e+00,8.000000000000000167e-02,-6.108652381980550494e-03
4.015412010000000009e+01,1.162594153000000006e+02,9.944980000000000473e+02,7.298000000000000398e+01,-8.000000000000000167e-03,-1.000000000000000021e-02,0.000000000000000000e+00,8.000000000000000167e-02,-5.934119456780283589e-03
4.015412010000000009e+01,1.162594153000000006e+02,9.944980000000000473e+02,7.298000000000000398e+01,-8.000000000000000167e-03,-1.000000000000000021e-02,0.000000000000000000e+00,8.000000000000000167e-02,-5.934119456780283589e-03
